The copyright to the intellectual property of this file is held by www.climatedata.info
Title,"Temperature, CO2 and Milankovitch cycles - EPICA",,
Source,http://www.ncdc.noaa.gov/paleo/indexice.html,,
Source,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,
BP,Temperature,CO2,Milankovich
-73500,-7.39,228.265,468.9
-73400,-7.1,228.571,468.32
-73300,-7.55,228.877,467.74
-73200,-6.51,229.1,467.16
-73100,-6.58,228.995,466.57
-73000,-7.66,228.912,465.99
-72900,-7.42,228.83,465.41
-72800,-7.6,228.747,465.05
-72700,-8.19,228.665,464.69
-72600,-8.32,228.582,464.32
-72500,-7.9,228.499,463.96
-72400,-8.24,228.417,463.6
-72300,-7.3,228.334,463.23
-72200,-7.05,228.251,462.87
-72100,-6.94,228.169,462.51
-72000,-7.09,228.086,462.14
-71900,-6.9,228.003,461.78
-71800,-7,227.921,461.63
-71700,-6.84,227.838,461.49
-71600,-5.85,227.755,461.34
-71500,-6.78,227.673,461.2
-71400,-7.05,227.59,461.05
-71300,-6.01,227.507,460.91
-71200,-6.41,227.425,460.76
-71100,-5.25,227.342,460.62
-71000,-7.72,227.3,460.47
-70900,-5.98,226.355,460.33
-70800,-5.5,225.721,460.38
-70700,-5.63,225.087,460.42
-70600,-6.04,224.453,460.47
-70500,-6.41,223.819,460.52
-70400,-6.69,223.185,460.57
-70300,-7.55,222.551,460.62
-70200,-6.79,221.917,460.67
-70100,-7.34,221.283,460.71
-70000,-7.49,220.649,460.76
-69900,-8.07,220.015,460.81
-69800,-7.27,219.381,461.08
-69700,-6.91,218.747,461.34
-69600,-8.8,218.113,461.61
-69500,-8.49,217.479,461.88
-69400,-8.89,216.845,462.14
-69300,-9.22,216.21,462.41
-69200,-8.75,215.576,462.68
-69100,-8.85,214.942,462.94
-69000,-9.71,214.308,463.21
-68900,-8.96,213.674,463.48
-68800,-9.42,213.04,463.94
-68700,-8.6,212.406,464.4
-68600,-8.15,211.772,464.86
-68500,-7.92,211.138,465.32
-68400,-8.04,210.504,465.78
-68300,-9.31,209.87,466.24
-68200,-9.51,209.236,466.7
-68100,-9.06,208.602,467.16
-68000,-8.6,207.968,467.62
-67900,-8.87,207.334,468.08
-67800,-9.32,206.7,468.66
-67700,-9.11,206.066,469.24
-67600,-7.81,205.432,469.82
-67500,-9.4,204.798,470.4
-67400,-8.9,204.164,470.98
-67300,-9.44,203.529,471.56
-67200,-9.39,202.895,472.14
-67100,-8.82,202.261,472.73
-67000,-9.01,201.627,473.31
-66900,-8.5,200.993,473.89
-66800,-9.21,200.359,474.54
-66700,-8.67,199.725,475.2
-66600,-9.71,199.091,475.85
-66500,-9.04,198.457,476.5
-66400,-8.83,197.823,477.16
-66300,-9.2,197.189,477.81
-66200,-9.17,196.555,478.46
-66100,-9.48,195.921,479.12
-66000,-9.29,195.287,479.77
-65900,-8.78,194.9,480.43
-65800,-9.36,194.414,481.15
-65700,-8.46,194.064,481.88
-65600,-9.56,193.714,482.6
-65500,-9.42,193.364,483.33
-65400,-9.14,193.014,484.06
-65300,-9.03,192.664,484.78
-65200,-9.77,192.314,485.51
-65100,-7.72,191.964,486.24
-65000,-8.89,191.614,486.96
-64900,-9.01,191.4,487.69
-64800,-9.34,191.661,488.44
-64700,-9.24,191.848,489.19
-64600,-9.11,192.036,489.94
-64500,-8.82,192.223,490.69
-64400,-8.71,192.411,491.44
-64300,-8.78,192.598,492.19
-64200,-9.08,192.786,492.94
-64100,-8.53,192.973,493.7
-64000,-7.12,193.161,494.45
-63900,-7.88,193.348,495.2
-63800,-6.63,193.536,495.85
-63700,-6.82,193.723,496.5
-63600,-8.49,193.911,497.16
-63500,-8.83,194.098,497.81
-63400,-9.3,194.286,498.47
-63300,-9.41,194.473,499.12
-63200,-9.22,194.661,499.77
-63100,-10.19,194.848,500.43
-63000,-8.41,195.036,501.08
-62900,-9.47,195.3,501.73
-62800,-8.24,195.471,502.36
-62700,-8.53,195.762,502.99
-62600,-8.89,196.052,503.62
-62500,-7.25,196.342,504.25
-62400,-8.86,196.632,504.88
-62300,-8.6,196.923,505.51
-62200,-8.05,197.213,506.14
-62100,-8.17,197.503,506.77
-62000,-8.22,197.793,507.4
-61900,-7.77,198.084,508.03
-61800,-7.26,198.374,508.54
-61700,-7.77,198.664,509.05
-61600,-7.44,198.955,509.56
-61500,-7.6,199.245,510.06
-61400,-7.01,199.535,510.57
-61300,-7.32,199.825,511.08
-61200,-6.86,200.116,511.59
-61100,-6.43,200.406,512.1
-61000,-7.13,200.696,512.61
-60900,-6.68,200.987,513.12
-60800,-7.24,201.277,513.53
-60700,-7.22,201.567,513.94
-60600,-6.73,201.857,514.35
-60500,-6.25,202.148,514.76
-60400,-7.48,202.438,515.17
-60300,-6.92,202.728,515.59
-60200,-7.25,203.018,516
-60100,-6.78,203.309,516.41
-60000,-7.27,203.599,516.82
-59900,-5.92,203.889,517.23
-59800,-5.32,204.179,517.57
-59700,-5.85,204.47,517.91
-59600,-6.55,204.76,518.25
-59500,-4.82,205.05,518.59
-59400,-7.3,205.341,518.93
-59300,-6.16,205.631,519.27
-59200,-5.36,205.921,519.61
-59100,-5.71,206.211,519.94
-59000,-5.9,206.502,520.28
-58900,-6.08,206.792,520.62
-58800,-4.89,207.082,520.82
-58700,-5.44,207.373,521.01
-58600,-4.83,207.663,521.2
-58500,-5.66,207.953,521.4
-58400,-4.92,208.243,521.59
-58300,-4.42,208.534,521.78
-58200,-5.28,208.824,521.98
-58100,-5.25,209.114,522.17
-58000,-5.97,209.404,522.37
-57900,-6.82,209.695,522.56
-57800,-6.95,209.985,522.66
-57700,-5.83,210.4,522.75
-57600,-6.43,211.532,522.85
-57500,-5.97,213.518,522.95
-57400,-7.79,215.504,523.04
-57300,-4.97,217.49,523.14
-57200,-5.2,219.476,523.24
-57100,-6.37,221.7,523.33
-57000,-6.83,221.115,523.43
-56900,-6.13,220.45,523.53
-56800,-7.18,219.785,523.55
-56700,-7.61,219.119,523.58
-56600,-6.64,218.454,523.6
-56500,-7.1,217.789,523.63
-56400,-6.63,217.124,523.65
-56300,-6.88,216.459,523.67
-56200,-7.29,215.794,523.7
-56100,-8.67,215.129,523.72
-56000,-8.38,214.464,523.75
-55900,-7.35,213.799,523.77
-55800,-8.33,213.133,523.72
-55700,-7.37,212.468,523.67
-55600,-6.81,211.803,523.63
-55500,-6.79,211.138,523.58
-55400,-6.59,210.473,523.53
-55300,-6.85,209.808,523.48
-55200,-6.04,209.143,523.43
-55100,-6.93,208.478,523.38
-55000,-6.14,207.813,523.33
-54900,-6.6,207.147,523.29
-54800,-7.39,206.482,523.19
-54700,-7.9,205.817,523.09
-54600,-6.79,205.152,523
-54500,-7.4,204.487,522.9
-54400,-6.9,203.822,522.8
-54300,-5.83,203.157,522.71
-54200,-5.66,202.492,522.61
-54100,-6.5,201.827,522.51
-54000,-6.25,201.162,522.41
-53900,-5.54,200.496,522.32
-53800,-6.66,199.831,522.22
-53700,-7.19,199.166,522.12
-53600,-6.3,198.501,522.03
-53500,-5.29,197.836,521.93
-53400,-4.95,197.171,521.83
-53300,-5.03,196.506,521.74
-53200,-6.18,195.841,521.64
-53100,-4.25,195.176,521.54
-53000,-6.82,194.51,521.45
-52900,-6.18,193.845,521.35
-52800,-6.11,193.18,521.2
-52700,-5.28,192.515,521.06
-52600,-5.97,191.85,520.91
-52500,-5.66,191.185,520.77
-52400,-6.32,190.4,520.62
-52300,-6.32,191.607,520.48
-52200,-6.23,193.079,520.33
-52100,-6.36,194.55,520.19
-52000,-5.97,196.022,520.04
-51900,-5.49,197.494,519.9
-51800,-6.11,198.966,519.73
-51700,-6.57,200.438,519.56
-51600,-5.98,201.909,519.39
-51500,-6.61,203.381,519.22
-51400,-6.77,204.853,519.05
-51300,-6.95,206.325,518.88
-51200,-7.38,207.797,518.71
-51100,-7.84,209.268,518.54
-51000,-6.69,210.74,518.37
-50900,-7.5,212.212,518.2
-50800,-7.48,213.684,518.06
-50700,-8.11,215.7,517.91
-50600,-7.17,215.337,517.77
-50500,-7.05,214.762,517.62
-50400,-7.5,214.186,517.47
-50300,-7.02,213.611,517.33
-50200,-6.96,213.035,517.18
-50100,-7.06,212.46,517.04
-50000,-7.49,211.884,516.89
-49900,-6.3,211.309,516.75
-49800,-7.7,210.733,516.58
-49700,-7.45,210.1,516.41
-49600,-6.75,207.764,516.24
-49500,-7.96,205.168,516.07
-49400,-8.39,202.573,515.9
-49300,-8.05,199.977,515.73
-49200,-8.17,197.381,515.56
-49100,-7.67,194.785,515.39
-49000,-6.54,192.19,515.22
-48900,-7.08,188.4,515.05
-48800,-8.32,188.432,514.93
-48700,-7.56,188.491,514.81
-48600,-7,188.551,514.69
-48500,-6.8,188.61,514.57
-48400,-6.8,188.669,514.45
-48300,-7.31,188.729,514.33
-48200,-8.55,188.788,514.21
-48100,-7.92,188.847,514.08
-48000,-8.94,188.906,513.96
-47900,-7.66,188.966,513.84
-47800,-6.27,189.025,513.7
-47700,-7.2,189.084,513.55
-47600,-6.73,189.144,513.41
-47500,-6.59,189.203,513.26
-47400,-6.64,189.262,513.12
-47300,-4.97,189.3,512.97
-47200,-6.8,190.002,512.83
-47100,-6.17,190.518,512.68
-47000,-6.44,191.034,512.53
-46900,-6.86,191.551,512.39
-46800,-6.58,192.067,512.24
-46700,-5.05,192.583,512.1
-46600,-5.64,193.099,511.95
-46500,-4.85,193.615,511.81
-46400,-5.7,194.131,511.66
-46300,-6.31,194.647,511.52
-46200,-5.24,195.164,511.37
-46100,-6.86,195.68,511.23
-46000,-4.25,196.196,511.08
-45900,-5.35,196.712,510.94
-45800,-5.44,197.228,510.82
-45700,-7.05,197.744,510.69
-45600,-6.9,198.261,510.57
-45500,-6.51,198.777,510.45
-45400,-6.59,199.293,510.33
-45300,-7,199.809,510.21
-45200,-6.62,200.325,510.09
-45100,-7.17,200.841,509.97
-45000,-7.65,201.358,509.85
-44900,-7.78,201.874,509.73
-44800,-7.92,202.39,509.6
-44700,-7.9,202.906,509.48
-44600,-8.3,203.422,509.36
-44500,-7.63,203.938,509.24
-44400,-8.04,204.455,509.12
-44300,-8.77,204.971,509
-44200,-8.31,205.487,508.88
-44100,-8.74,206.003,508.76
-44000,-8.02,206.519,508.64
-43900,-8.68,207.035,508.52
-43800,-7.22,207.552,508.42
-43700,-7.57,208.068,508.32
-43600,-8.06,208.584,508.22
-43500,-7.36,209.1,508.13
-43400,-7.93,209.1,508.03
-43300,-6.83,209.1,507.93
-43200,-6.83,209.1,507.84
-43100,-7.2,209.1,507.74
-43000,-7.07,209.1,507.64
-42900,-7.41,209.1,507.55
-42800,-7.61,209.1,507.45
-42700,-7.12,209.1,507.35
-42600,-7.77,209.1,507.26
-42500,-7.54,209.1,507.16
-42400,-8.18,209.1,507.06
-42300,-8.89,209.1,506.97
-42200,-9.04,209.1,506.87
-42100,-9.06,209.1,506.77
-42000,-8.74,209.1,506.67
-41900,-8.36,209.1,506.58
-41800,-8.22,209.1,506.48
-41700,-8.73,209.1,506.38
-41600,-8.83,209.1,506.29
-41500,-8.57,209.1,506.19
-41400,-7.58,209.1,506.09
-41300,-6.45,209.1,506
-41200,-8.58,209.1,505.9
-41100,-7.77,209.1,505.8
-41000,-8.15,209.1,505.71
-40900,-8.14,209.1,505.61
-40800,-8.82,209.1,505.56
-40700,-8.7,209.1,505.51
-40600,-8.89,209.1,505.46
-40500,-7.26,209.1,505.42
-40400,-7.19,209.1,505.37
-40300,-8.53,209.1,505.32
-40200,-7.59,209.1,505.27
-40100,-8.25,209.1,505.22
-40000,-8.12,209.1,505.17
-39900,-8.48,209.1,505.12
-39800,-9.24,209.1,505.08
-39700,-9.1,209.1,505.03
-39600,-9.02,209.1,504.98
-39500,-7.97,209.1,504.93
-39400,-7.97,209.1,504.88
-39300,-8.2,209.1,504.83
-39200,-8.05,209.1,504.79
-39100,-6.87,209.1,504.74
-39000,-6.46,209.1,504.69
-38900,-6.89,209.1,504.64
-38800,-7.18,209.1,504.59
-38700,-6.34,209.1,504.54
-38600,-6.39,209.1,504.5
-38500,-7.03,209.1,504.45
-38400,-7.28,209.1,504.4
-38300,-7.63,209.1,504.35
-38200,-7.13,209.1,504.3
-38100,-5.98,209.1,504.25
-38000,-7.23,209.1,504.2
-37900,-4.66,209.1,504.16
-37800,-6.41,209.1,504.13
-37700,-6.18,209.1,504.11
-37600,-7.18,209.1,504.08
-37500,-8.14,209.1,504.06
-37400,-7.91,208.99,504.04
-37300,-7.79,208.836,504.01
-37200,-7.89,208.682,503.99
-37100,-6.63,208.527,503.96
-37000,-8.17,208.373,503.94
-36900,-8.84,208.219,503.91
-36800,-7.95,208.064,503.87
-36700,-8.44,207.91,503.82
-36600,-8.05,207.756,503.77
-36500,-8.09,207.601,503.72
-36400,-7.84,207.447,503.67
-36300,-8.54,207.293,503.62
-36200,-9.07,207.138,503.58
-36100,-8.08,206.984,503.53
-36000,-7.97,206.83,503.48
-35900,-9.24,206.675,503.43
-35800,-8.68,206.521,503.36
-35700,-7.81,206.367,503.28
-35600,-8.52,206.212,503.21
-35500,-8.06,206.058,503.14
-35400,-8.18,205.904,503.07
-35300,-7.09,205.749,502.99
-35200,-8.41,205.595,502.92
-35100,-7.03,205.441,502.85
-35000,-8.04,205.3,502.78
-34900,-7.4,205.003,502.7
-34800,-8.48,204.73,502.56
-34700,-7.75,204.458,502.41
-34600,-7.39,204.185,502.27
-34500,-8.03,203.913,502.12
-34400,-9.08,203.64,501.98
-34300,-8.97,203.367,501.83
-34200,-8.53,203.095,501.69
-34100,-9.52,202.822,501.54
-34000,-9.53,202.55,501.4
-33900,-9.53,202.277,501.25
-33800,-8.77,202.004,501.11
-33700,-9.32,201.732,500.96
-33600,-8.14,201.459,500.81
-33500,-8.06,201.187,500.67
-33400,-7.48,200.914,500.52
-33300,-8.06,200.641,500.38
-33200,-7.93,200.369,500.23
-33100,-8.18,200.096,500.09
-33000,-9.25,199.824,499.94
-32900,-9.24,199.551,499.8
-32800,-9.31,199.278,499.58
-32700,-9.46,199.006,499.36
-32600,-9.16,198.733,499.14
-32500,-7.95,198.461,498.93
-32400,-7.78,198.188,498.71
-32300,-8.81,197.915,498.49
-32200,-8.64,197.643,498.27
-32100,-6.9,197.37,498.05
-32000,-7.07,197.098,497.84
-31900,-8.88,196.825,497.62
-31800,-7.5,196.552,497.33
-31700,-10.36,196.28,497.04
-31600,-9.87,196.007,496.75
-31500,-9.07,195.735,496.46
-31400,-9.42,195.462,496.17
-31300,-10.04,195.189,495.87
-31200,-9.29,194.917,495.58
-31100,-9.51,194.644,495.29
-31000,-8.77,194.372,495
-30900,-7.57,194.099,494.71
-30800,-8.87,193.826,494.4
-30700,-8.88,193.554,494.08
-30600,-9.29,193.281,493.77
-30500,-9.19,193.009,493.45
-30400,-8.61,192.736,493.14
-30300,-8.31,192.463,492.82
-30200,-9.25,192.191,492.51
-30100,-8.4,191.918,492.19
-30000,-9.38,191.7,491.88
-29900,-9.82,191.299,491.56
-29800,-8.36,190.964,491.18
-29700,-8.33,190.63,490.79
-29600,-8.35,190.296,490.4
-29500,-8.88,189.961,490.01
-29400,-7.93,189.627,489.63
-29300,-8.6,189.293,489.24
-29200,-8.23,188.958,488.85
-29100,-8.72,188.5,488.47
-29000,-8.88,188.564,488.08
-28900,-9.27,188.665,487.69
-28800,-9.14,188.766,487.33
-28700,-8.87,188.867,486.96
-28600,-8.61,188.968,486.6
-28500,-7.84,189.069,486.24
-28400,-8.89,189.17,485.87
-28300,-9.42,189.271,485.51
-28200,-9.42,189.372,485.15
-28100,-10.22,189.473,484.78
-28000,-8.81,189.574,484.42
-27900,-9.4,189.675,484.06
-27800,-8.61,189.776,483.67
-27700,-7.86,189.877,483.28
-27600,-10.51,189.978,482.9
-27500,-9.03,190.079,482.51
-27400,-6.91,190.18,482.12
-27300,-8.28,190.281,481.73
-27200,-9.22,190.382,481.35
-27100,-9.7,190.483,480.96
-27000,-9.59,190.584,480.57
-26900,-9.72,190.685,480.18
-26800,-9.05,190.786,479.87
-26700,-10.19,190.887,479.55
-26600,-9.59,190.988,479.24
-26500,-9.94,191.089,478.92
-26400,-9.96,191.19,478.61
-26300,-9.17,191.291,478.29
-26200,-9.85,191.392,477.98
-26100,-10.2,191.493,477.67
-26000,-9.61,191.6,477.35
-25900,-10.47,191.529,477.04
-25800,-10.02,191.453,476.77
-25700,-9.3,191.377,476.5
-25600,-9.67,191.301,476.24
-25500,-9.87,191.226,475.97
-25400,-10.32,191.15,475.7
-25300,-10.21,191.074,475.44
-25200,-9.35,190.998,475.17
-25100,-9.95,190.923,474.9
-25000,-9.39,190.847,474.64
-24900,-9.54,190.771,474.37
-24800,-9.96,190.695,474.2
-24700,-10.21,190.619,474.03
-24600,-8.99,190.544,473.86
-24500,-10.1,190.468,473.69
-24400,-9.33,190.392,473.52
-24300,-9,190.316,473.35
-24200,-9.4,190.241,473.19
-24100,-10.58,190.165,473.02
-24000,-9.62,190.089,472.85
-23900,-10.39,190.013,472.68
-23800,-9.29,189.937,472.68
-23700,-8.64,189.862,472.68
-23600,-8.88,189.786,472.68
-23500,-9.28,189.71,472.68
-23400,-9.36,189.634,472.68
-23300,-8.79,189.558,472.68
-23200,-8.99,189.483,472.68
-23100,-8.43,189.407,472.68
-23000,-9.55,189.331,472.68
-22900,-9.39,189.255,472.68
-22800,-9.36,189.2,472.82
-22700,-9,188.449,472.97
-22600,-9.22,187.858,473.11
-22500,-9.41,187.267,473.26
-22400,-8.36,186.676,473.4
-22300,-10.04,186.085,473.55
-22200,-9.67,185.494,473.69
-22100,-9.82,184.903,473.84
-22000,-9.14,184.4,473.98
-21900,-8.47,185.7,474.13
-21800,-8.96,185.762,474.44
-21700,-10.12,185.878,474.76
-21600,-8.9,185.993,475.07
-21500,-10.1,186.1,475.39
-21400,-8.59,185.501,475.7
-21300,-10.02,184.7,476.02
-21200,-8.74,185.117,476.33
-21100,-9.25,185.849,476.65
-21000,-9.39,186.5,476.96
-20900,-9.41,186.669,477.28
-20800,-9.03,186.821,477.76
-20700,-9.65,186.9,478.25
-20600,-9.31,187.442,478.73
-20500,-10.18,187.8,479.21
-20400,-9.69,190.208,479.7
-20300,-9.22,192.569,480.18
-20200,-8.71,195,480.67
-20100,-9.04,188.124,481.15
-20000,-9.81,188,481.64
-19900,-9.51,188.733,482.12
-19800,-8.84,189.567,482.75
-19700,-10.19,190,483.38
-19600,-10.19,189.257,484.01
-19500,-9.75,188.8,484.64
-19400,-9.96,188.733,485.27
-19300,-9.55,188.7,485.9
-19200,-9.34,188.562,486.53
-19100,-8.52,188.468,487.16
-19000,-8.44,188.374,487.79
-18900,-10.12,192.3,488.42
-18800,-9.69,189.4,489.14
-18700,-9.36,189.043,489.87
-18600,-9.21,188.765,490.6
-18500,-8.56,188.6,491.32
-18400,-10.35,187.719,492.05
-18300,-9.51,187,492.78
-18200,-9.41,187.547,493.5
-18100,-9.18,188.19,494.23
-18000,-9.25,188.833,494.95
-17900,-9.82,189.2,495.68
-17800,-8.87,188.5,496.48
-17700,-9.74,188.5,497.28
-17600,-8.13,188.5,498.08
-17500,-9.47,189.355,498.88
-17400,-9.08,191,499.68
-17300,-9.11,191.824,500.48
-17200,-8.5,192.922,501.27
-17100,-8.66,193.9,502.07
-17000,-8.38,194.499,502.87
-16900,-9,195.2,503.67
-16800,-8.11,197.058,504.52
-16700,-8.83,200.8,505.37
-16600,-7.44,201.399,506.21
-16500,-8.15,202.9,507.06
-16400,-6.79,204.2,507.91
-16300,-6.44,207.7,508.76
-16200,-6.07,207.636,509.6
-16100,-6.76,207.5,510.45
-16000,-5.96,210.037,511.3
-15900,-5.39,214,512.15
-15800,-5.62,217.225,512.97
-15700,-5.25,219.4,513.79
-15600,-6.37,220.9,514.62
-15500,-5.11,220.953,515.44
-15400,-5.74,221,516.26
-15300,-5.47,221.673,517.09
-15200,-4.36,222,517.91
-15100,-4.05,223.505,518.73
-15000,-2.3,224.5,519.56
-14900,-4.02,225.2,520.38
-14800,-3.62,225.691,521.11
-14700,-4.94,226.1,521.83
-14600,-4.59,227.743,522.56
-14500,-2.71,228.42,523.29
-14400,-2.96,228.461,524.01
-14300,-1.02,228.5,524.74
-14200,-2.71,231.576,525.47
-14100,-3.98,234.561,526.19
-14000,-3.49,237.547,526.92
-13900,-4.6,239.1,527.64
-13800,-4.43,238.6,528.25
-13700,-5.06,238.6,528.86
-13600,-3.88,238.887,529.46
-13500,-4.92,239.2,530.07
-13400,-4.28,236.4,530.67
-13300,-3.6,237.244,531.28
-13200,-4.27,237.6,531.88
-13100,-4.05,237.9,532.49
-13000,-5.04,237.535,533.09
-12900,-4.74,237.3,533.7
-12800,-4.19,238.3,534.13
-12700,-5.15,236.215,534.57
-12600,-5.5,234.2,535.01
-12500,-2.76,237.6,535.44
-12400,-3.49,237.5,535.88
-12300,-3.61,238.298,536.31
-12200,-3.03,239.423,536.75
-12100,-3.02,240.3,537.19
-12000,-2.64,246.6,537.62
-11900,-2.09,245.3,538.06
-11800,-0.88,245.3,538.28
-11700,0.01,251.1,538.49
-11600,-1.33,250.7,538.71
-11500,0.42,253.8,538.93
-11400,1.11,255.4,539.15
-11300,-2.15,258.8,539.36
-11200,-1.62,263,539.58
-11100,-0.08,264.5,539.8
-11000,-1.81,264.2,540.02
-10900,-0.51,264.4,540.24
-10800,-1.08,265,540.26
-10700,-0.51,264.8,540.29
-10600,-1.23,264.8,540.31
-10500,0.31,267.6,540.33
-10400,0.26,265.1,540.36
-10300,-1.38,266,540.38
-10200,0.43,266.9,540.41
-10100,-0.2,267.5,540.43
-10000,-0.97,264.9,540.45
-9900,-1.57,265.7,540.48
-9800,-0.07,263.4,540.29
-9700,-0.08,264,540.09
-9600,0.04,264.2,539.9
-9500,0.48,264.4,539.7
-9400,-0.45,264.027,539.51
-9300,-0.51,263.8,539.32
-9200,-1.9,263,539.12
-9100,-0.59,260.6,538.93
-9000,0.05,265.2,538.74
-8900,-0.93,263.8,538.54
-8800,-0.84,263.7,538.15
-8700,-1.13,262,537.77
-8600,0.38,259.3,537.38
-8500,-0.74,260.4,536.99
-8400,-1.24,260.9,536.6
-8300,-1.71,259,536.22
-8200,-2.04,261.8,535.83
-8100,-0.87,261.12,535.44
-8000,-1.06,261.3,535.05
-7900,-1.47,258.3,534.67
-7800,-1.14,259.3,534.11
-7700,-1.71,259.6,533.55
-7600,-0.93,260.8,533
-7500,-0.24,259.2,532.44
-7400,-2.1,259.7,531.88
-7300,-1.56,260.4,531.33
-7200,-1.91,260.1,530.77
-7100,-0.94,258.4,530.21
-7000,-0.8,260.7,529.65
-6900,-0.59,263,529.1
-6800,-0.28,262.3,528.47
-6700,-0.22,257.6,527.84
-6600,0.81,258.1,527.21
-6500,0.79,262.9,526.58
-6400,-1.55,259.4,525.95
-6300,-0.68,261.1,525.32
-6200,0.8,261.148,524.69
-6100,-0.4,261.2,524.06
-6000,-0.71,263.2,523.43
-5900,0.29,265.5,522.8
-5800,-0.77,265.975,522.1
-5700,-0.75,260.7,521.4
-5600,-0.82,265.5,520.7
-5500,-1.08,265.9,519.99
-5400,0.68,267.6,519.29
-5300,-0.17,265.2,518.59
-5200,0.25,265.3,517.89
-5100,-0.29,267.6,517.18
-5000,0.37,269.8,516.48
-4900,-0.32,268.6,515.78
-4800,-0.76,269.3,515.08
-4700,-0.56,270.7,514.38
-4600,-0.4,271.5,513.67
-4500,0.35,269.8,512.97
-4400,0,269.1,512.27
-4300,0.67,271.1,511.57
-4200,-0.59,271.5,510.86
-4100,0.78,272.8,510.16
-4000,-0.19,271.6,509.46
-3900,-0.7,271.7,508.76
-3800,1.26,274.9,508.1
-3700,0.77,275.4,507.45
-3600,0.15,271.5,506.8
-3500,-0.18,273.4,506.14
-3400,-0.71,274.125,505.49
-3300,-1.76,275,504.83
-3200,-1.46,274,504.18
-3100,0.1,276.3,503.53
-3000,0.29,275.703,502.87
-2900,1.12,274.6,502.22
-2800,1.29,276.3,501.64
-2700,0.09,274.7,501.06
-2600,0.92,275.3,500.48
-2500,0,278.9,499.89
-2400,-0.63,273.9,499.31
-2300,0.86,277.9,498.73
-2200,-0.34,277.6,498.15
-2100,-0.92,276.7,497.57
-2000,-0.38,276.791,496.99
-1900,-0.99,276.9,496.41
-1800,-0.11,278,495.97
-1700,0.73,278.7,495.54
-1600,0.9,280,495.1
-1500,-0.45,279.2,494.66
-1400,-0.17,278.274,494.23
-1300,0.37,277.956,493.79
-1200,-0.9,277.7,493.36
-1100,0.99,279.1,492.92
-1000,-0.55,277.736,492.48
-900,1.5,278.4,492.05
-800,-0.91,280.1,491.76
-700,0.27,282.2,491.47
-600,1.26,281.1,491.18
-500,0.16,277.7,490.89
-400,0.03,279.1,490.6
-300,0.71,277.9,490.31
-200,0.38,277.755,490.01
-100,1.84,,489.72
0,,,489.43
,,,489.14
